real_latency          partitionpoint             step            real_latencyclient       real_latencytrans      real_latencyedge      predicttime     time
0.09965777397155762    7                      33                     0.036475419998168945   0.005190134048461914   0.057981252670288086   0.00015544891357421875 4.1830503940582275
0.09726953506469727    7                      34                     0.03542613983154297    0.003589153289794922   0.0582423210144043     0.00014138221740722656 4.291285514831543
0.09835505485534668    7                      35                     0.0342254638671875     0.003815889358520508   0.060302734375         0.00014019012451171875 4.401772975921631
0.08117246627807617    7                      36                     0.02970266342163086    0.0037076473236083984  0.04774928092956543    0.00016045570373535156 4.503126621246338
0.08408784866333008    7                      37                     0.028336524963378906   0.004946470260620117   0.05079150199890137    0.0001556873321533203  4.595548152923584
0.10743141174316406    7                      38                     0.04320669174194336    0.004981279373168945   0.059230804443359375   0.00016260147094726562 4.716514825820923
0.11455464363098145    7                      39                     0.037680864334106445   0.00496983528137207    0.07189083099365234    0.00014734268188476562 4.844086647033691
0.09283733367919922    7                      40                     0.0360105037689209     0.004748821258544922   0.05206608772277832    0.00018548965454101562 4.951601505279541
0.10364341735839844    7                      41                     0.035172224044799805   0.0031714439392089844  0.06528759002685547    9.417533874511719e-05  5.0702478885650635
0.08234810829162598    2                      42                     0.005448579788208008   0.0025815963745117188  0.07430648803710938    0.00015425682067871094 5.165132284164429
0.08116436004638672    7                      43                     0.029369592666625977   0.003400564193725586   0.04838061332702637    0.0001380443572998047  5.265845537185669
0.10782623291015625    7                      44                     0.03900504112243652    0.00450444221496582    0.06430554389953613    8.344650268554688e-05  5.3838629722595215
0.10743856430053711    19                     45                     0.10537576675415039    0.0017032623291015625  0.0003502368927001953  0.0001437664031982422  5.503186941146851
0.10672163963317871    7                      46                     0.0363309383392334     0.00407099723815918    0.06630802154541016    0.00013828277587890625 5.62183690071106
0.10551571846008301    7                      47                     0.0367586612701416     0.004822492599487305   0.06392335891723633    0.00014257431030273438 5.741274118423462
0.11082577705383301    7                      48                     0.037364959716796875   0.005080461502075195   0.06836748123168945    0.0002741813659667969  5.869622230529785
0.1267542839050293     7                      49                     0.03779458999633789    0.0037298202514648438  0.08521676063537598    0.00015282630920410156 6.014216184616089
0.12655353546142578    7                      50                     0.052225589752197266   0.006011962890625      0.06829953193664551    0.00024628639221191406 6.156562805175781
0.09750914573669434    7                      51                     0.03861546516418457    0.005720615386962891   0.053160667419433594   0.00016236305236816406 6.270426034927368
0.09274983406066895    7                      52                     0.0372464656829834     0.004872322082519531   0.05061674118041992    0.00016498565673828125 6.381459951400757
0.10146689414978027    7                      53                     0.03625679016113281    0.0047130584716796875  0.060484886169433594   9.012222290039062e-05  6.506628513336182
0.0895533561706543     14                     54                     0.05487871170043945    0.0031468868255615234  0.03151512145996094    0.0001666545867919922  6.604180812835693
0.08129620552062988    7                      55                     0.02798914909362793    0.004658699035644531   0.048635005950927734   0.00013947486877441406 6.698594331741333
0.09850263595581055    7                      56                     0.027950286865234375   0.003317117691040039   0.06722187995910645    0.00014901161193847656 6.812237501144409
0.09154152870178223    7                      57                     0.03658890724182129    0.00506591796875       0.049872398376464844   0.00014591217041015625 6.918760299682617
0.09842824935913086    7                      58                     0.03414440155029297    0.0037839412689208984  0.060486555099487305   0.00014829635620117188 7.030970096588135
0.1040809154510498     7                      59                     0.03593635559082031    0.004976987838745117   0.0631551742553711     0.00013709068298339844 7.150523900985718
0.10272717475891113    7                      60                     0.036163330078125      0.00443267822265625    0.062119245529174805   0.00015854835510253906 7.266453504562378
0.10603880882263184    7                      61                     0.03630328178405762    0.0037620067596435547  0.06595921516418457    0.00014662742614746094 7.388807773590088
0.1190042495727539     7                      62                     0.040647029876708984   0.004460573196411133   0.0738828182220459     0.0001628398895263672  7.5395660400390625
0.08884239196777344    7                      63                     0.03527355194091797    0.004668474197387695   0.048888444900512695   0.00015091896057128906 7.630660772323608
0.10332107543945312    7                      64                     0.03372526168823242    0.004943370819091797   0.06464099884033203    0.000148773193359375   7.7479753494262695
0.1028437614440918     7                      65                     0.03652620315551758    0.00533604621887207    0.06096839904785156    0.00015997886657714844 7.86530065536499
0.0981743335723877     7                      66                     0.028390884399414062   0.003459930419921875   0.06631135940551758    0.00014710426330566406 7.976638078689575
0.09888434410095215    7                      67                     0.03535056114196777    0.0044405460357666016  0.059081077575683594   0.00014638900756835938 8.08889889717102
0.10706639289855957    7                      68                     0.03562736511230469    0.004053831100463867   0.06737351417541504    0.00016546249389648438 8.210206508636475
0.10188889503479004    7                      69                     0.03546476364135742    0.0035903453826904297  0.06282281875610352    0.00016045570373535156 8.325003623962402
0.09001731872558594    7                      70                     0.029035091400146484   0.003961324691772461   0.05700826644897461    0.00019288063049316406 8.427192211151123
0.1103672981262207     7                      71                     0.0444180965423584     0.0037200450897216797  0.062215328216552734   0.00015115737915039062 8.552369594573975
0.0999758243560791     7                      72                     0.028055667877197266   0.0033571720123291016  0.06855010986328125    0.0001373291015625     8.664090394973755
0.08570647239685059    7                      73                     0.02985858917236328    0.004410505294799805   0.051422834396362305   0.00016999244689941406 8.780896186828613
0.10254406929016113    7                      74                     0.040506601333618164   0.004150390625         0.05787467956542969    0.00029540061950683594 8.89403486251831
0.1084604263305664     7                      75                     0.03845071792602539    0.004672050476074219   0.06532025337219238    0.0002086162567138672  9.000889301300049
0.11001038551330566    7                      76                     0.03885078430175781    0.004805088043212891   0.06634211540222168    0.00013780593872070312 9.129880905151367
0.09471940994262695    7                      77                     0.028341293334960938   0.00293731689453125    0.06342959403991699    0.00013899803161621094 9.240315437316895
0.09873747825622559    7                      78                     0.03581523895263672    0.004773855209350586   0.0581364631652832     0.00013566017150878906 9.353262186050415
0.08168387413024902    7                      79                     0.029123783111572266   0.00348663330078125    0.04906034469604492    0.00014472007751464844 9.448644161224365
0.0939786434173584     7                      80                     0.029030561447143555   0.0041277408599853516  0.06080913543701172    0.0001857280731201172  9.554423093795776
0.10182046890258789    7                      81                     0.03635263442993164    0.004293203353881836   0.06116294860839844    0.00013947486877441406 9.671994924545288
0.1241903305053711     7                      82                     0.0366063117980957     0.005585670471191406   0.0819845199584961     0.00013589859008789062 9.809272766113281
0.10164380073547363    7                      83                     0.037598609924316406   0.004805803298950195   0.05922532081604004    0.0001544952392578125  9.928431272506714
0.09729647636413574    7                      84                     0.0294950008392334     0.0034532546997070312  0.06433677673339844    0.00018310546875       10.044325113296509
0.12295389175415039    7                      85                     0.03793644905090332    0.0060045719146728516  0.07899904251098633    0.00014972686767578125 10.1813485622406
0.11061835289001465    7                      86                     0.03917503356933594    0.00474095344543457    0.06669068336486816    0.00015664100646972656 10.309142827987671
0.1051938533782959     7                      87                     0.03615593910217285    0.003749847412109375   0.065277099609375      0.00015592575073242188 10.43071985244751
0.10427331924438477    7                      88                     0.036034584045410156   0.00503993034362793    0.0631861686706543     0.0001442432403564453  10.55021595954895
0.07999539375305176    7                      89                     0.02765345573425293    0.0034759044647216797  0.04885411262512207    0.00016379356384277344 10.64758849143982
0.10233449935913086    7                      90                     0.03594779968261719    0.0044879913330078125  0.061887502670288086   0.000156402587890625   10.764810800552368
0.0979156494140625     7                      91                     0.03549623489379883    0.00380706787109375    0.058600425720214844   0.00013184547424316406 10.87415075302124
0.10492324829101562    7                      92                     0.03555488586425781    0.003909587860107422   0.06544756889343262    0.00014162063598632812 10.992914915084839
0.09447813034057617    7                      93                     0.03639388084411621    0.004133701324462891   0.05393791198730469    0.00013113021850585938 11.108623504638672
0.10156416893005371    7                      94                     0.03716850280761719    0.005074739456176758   0.05930829048156738    0.0001442432403564453  11.22760796546936
0.08434867858886719    7                      95                     0.03129911422729492    0.004260063171386719   0.04877638816833496    0.00014162063598632812 11.327518463134766
0.10846853256225586    7                      96                     0.03554964065551758    0.0038836002349853516  0.06902384757995605    0.0001461505889892578  11.451498031616211
0.09844183921813965    7                      97                     0.03634142875671387    0.0035545825958251953  0.0585329532623291     0.0001373291015625     11.562026262283325
0.10218310356140137    7                      98                     0.034912109375         0.0033805370330810547  0.06387734413146973    0.0001418590545654297  11.676444053649902
0.10419869422912598    7                      99                     0.03649187088012695    0.004446268081665039   0.0632481575012207     0.000141143798828125   11.795683860778809
0.10561776161193848    7                      100                    0.03033900260925293    0.0046193599700927734  0.0706474781036377     0.00015807151794433594 11.916563034057617
0.12157416343688965    7                      101                    0.042078495025634766   0.005360603332519531   0.07411932945251465    8.940696716308594e-05  12.052788972854614
0.11080431938171387    11                     102                    0.05597233772277832    0.004052639007568359   0.050765037536621094   0.0001811981201171875  12.188929319381714
0.10835862159729004    7                      103                    0.042058706283569336   0.007647991180419922   0.05863761901855469    0.00019669532775878906 12.312253475189209
0.12471914291381836    7                      104                    0.04150962829589844    0.004305124282836914   0.07889246940612793    0.0001571178436279297  12.449898481369019
0.10049629211425781    7                      105                    0.03686809539794922    0.0034799575805664062  0.06013631820678711    0.0001678466796875     12.56221055984497
0.08657169342041016    7                      106                    0.028194189071655273   0.0035986900329589844  0.05476570129394531    0.0001842975616455078  12.660701751708984
0.08759856224060059    7                      107                    0.02872920036315918    0.003511190414428711   0.0553436279296875     0.00016045570373535156 12.764205932617188
0.09534764289855957    7                      108                    0.02964043617248535    0.003585338592529297   0.06210947036743164    0.00017380714416503906 12.87338376045227
0.08547639846801758    7                      109                    0.02728128433227539    0.003984928131103516   0.054196834564208984   0.0001456737518310547  12.973089933395386
0.12172269821166992    7                      110                    0.032193660736083984   0.003056764602661133   0.08646035194396973    0.00015974044799804688 13.130374908447266
0.11934566497802734    7                      111                    0.04568195343017578    0.0038099288940429688  0.06984186172485352    0.0005555152893066406  13.243727445602417
0.09239459037780762    7                      112                    0.037476539611816406   0.005160808563232422   0.0497438907623291     0.00014448165893554688 13.353271484375
0.1024630069732666     7                      113                    0.03687906265258789    0.003720521926879883   0.06185102462768555    0.0001571178436279297  13.470507860183716
0.09816360473632812    7                      114                    0.02783513069152832    0.004920244216918945   0.06539463996887207    0.000148773193359375   13.58374571800232
0.09660744667053223    7                      115                    0.02763986587524414    0.003184795379638672   0.06576895713806152    0.0001494884490966797  13.696541547775269
